created_at,user_id_str,full_text,data_cleaning,case_folding,normalization,preprocessing_stats
Fri Oct 31 05:27:00 +0000 2025,1952218171227967489,90% petrol 10 % ethanol 100% headache. Apakah sobat siap pindah ke E10? Tulis pendapatmu di kolom komentar! Follow @GenInspirasi.ID #Ethanol #E10 #Pertamina #energibersih #BBM #Ethanol10Persen #Bioethanol https://t.co/0uqPe13ytQ,petrol ethanol headache Apakah sobat siap pindah ke E Tulis pendapatmu di kolom komentar Follow ID Ethanol E Pertamina energibersih BBM Ethanol Persen Bioethanol,petrol ethanol headache apakah sobat siap pindah ke e tulis pendapatmu di kolom komentar follow id ethanol e pertamina energibersih bbm ethanol persen bioethanol,petrol ethanol headache apakah sobat siap pindah ke e tulis pendapatmu di kolom komentar follow id ethanol e pertamina energibersih bbm ethanol persen bioethanol,orig:228 -> final:161
Fri Oct 31 05:27:00 +0000 2025,1952218171227967489,90% petrol 10 % ethanol 100% headache. Apakah sobat siap pindah ke E10? Tulis pendapatmu di kolom komentar! Follow @GenInspirasi.ID #Ethanol #E10 #Pertamina #energibersih #BBM #Ethanol10Persen #Bioethanol https://t.co/1wXep9aOAA,petrol ethanol headache Apakah sobat siap pindah ke E Tulis pendapatmu di kolom komentar Follow ID Ethanol E Pertamina energibersih BBM Ethanol Persen Bioethanol,petrol ethanol headache apakah sobat siap pindah ke e tulis pendapatmu di kolom komentar follow id ethanol e pertamina energibersih bbm ethanol persen bioethanol,petrol ethanol headache apakah sobat siap pindah ke e tulis pendapatmu di kolom komentar follow id ethanol e pertamina energibersih bbm ethanol persen bioethanol,orig:228 -> final:161
Fri Oct 31 05:25:01 +0000 2025,278039207,@susipudjiastuti Mungkin itu stok BBM oplosan Etanol yg rencananya dijual kepada SPBU Swasta Untung saja SPBU menolak dan pilih tutup beroperasi.,Mungkin itu stok BBM oplosan Etanol yg rencananya dijual kepada SPBU Swasta Untung saja SPBU menolak dan pilih tutup beroperasi,mungkin itu stok bbm oplosan etanol yg rencananya dijual kepada spbu swasta untung saja spbu menolak dan pilih tutup beroperasi,mungkin itu stok bbm oplosan etanol yang rencananya dijual kepada spbu swasta untung saja spbu menolak dan pilih tutup beroperasi,orig:145 -> final:129
Fri Oct 31 05:24:21 +0000 2025,1716598436504670208,@ARSIPAJA Negara kaya minyak bumi bukan ngembangin teknologi biar ngga impor bbm malah bikin etanol buat ngoplos. Pak maaf yg ngga waras @prabowo atau bahlil ini,Negara kaya minyak bumi bukan ngembangin teknologi biar ngga impor bbm malah bikin etanol buat ngoplos Pak maaf yg ngga waras atau bahlil ini,negara kaya minyak bumi bukan ngembangin teknologi biar ngga impor bbm malah bikin etanol buat ngoplos pak maaf yg ngga waras atau bahlil ini,negara kaya minyak bumi bukan ngembangin teknologi biar ngga impor bbm malah bikin etanol buat ngoplos pak maaf yang ngga waras atau bahlil ini,orig:161 -> final:143
Fri Oct 31 05:15:00 +0000 2025,786549338818224128,Pemerintah mempercepat rencana pengembangan industri bioetanol nasional atau etanol 10 persen (E10) yang ditargetkan mulai diterapkan pada tahun 2027 sebagai campuran bahan bakar bensin. Menteri Agraria dan Tata Ruang/Kepala Badan Pertanahan Nasional (ATR/BPN) Nusron Wahid https://t.co/VfE6gtpfl8,Pemerintah mempercepat rencana pengembangan industri bioetanol nasional atau etanol persen E yang ditargetkan mulai diterapkan pada tahun sebagai campuran bahan bakar bensin Menteri Agraria dan Tata Ruang Kepala Badan Pertanahan Nasional ATR BPN Nusron Wahid,pemerintah mempercepat rencana pengembangan industri bioetanol nasional atau etanol persen e yang ditargetkan mulai diterapkan pada tahun sebagai campuran bahan bakar bensin menteri agraria dan tata ruang kepala badan pertanahan nasional atr bpn nusron wahid,pemerintah mempercepat rencana pengembangan industri bioetanol nasional atau etanol persen e yang ditargetkan mulai diterapkan pada tahun sebagai campuran bahan bakar bensin menteri agraria dan tata ruang kepala badan pertanahan nasional atr bpn nusron wahid,orig:297 -> final:258
Fri Oct 31 05:11:07 +0000 2025,989778513216466944,trus juga lebih ramah lingkungan sebenernya tuh tapi gmn ya mesin di indo kebanyakan blm cocok jd kurang cucok deh kalo pake bbm campuran etanol...,trus juga lebih ramah lingkungan sebenernya tuh tapi gmn ya mesin di indo kebanyakan blm cocok jd kurang cucok deh kalo pake bbm campuran etanol,trus juga lebih ramah lingkungan sebenernya tuh tapi gmn ya mesin di indo kebanyakan blm cocok jd kurang cucok deh kalo pake bbm campuran etanol,trus juga lebih ramah lingkungan sebenernya tuh tapi gmn mesin di indo kebanyakan blm cocok jd kurang cucok kalo pake bbm campuran etanol,orig:147 -> final:137
Fri Oct 31 05:07:54 +0000 2025,989778513216466944,kemarin dosenku abis bahas ini sebenernya kalo pake etanol gpp tapi harus tau kondisi karna ini bkan amrik yg mesinnya udah dirancang buat pake bbm yg mengandung entanol,kemarin dosenku abis bahas ini sebenernya kalo pake etanol gpp tapi harus tau kondisi karna ini bkan amrik yg mesinnya udah dirancang buat pake bbm yg mengandung entanol,kemarin dosenku abis bahas ini sebenernya kalo pake etanol gpp tapi harus tau kondisi karna ini bkan amrik yg mesinnya udah dirancang buat pake bbm yg mengandung entanol,kemarin dosenku abis bahas ini sebenernya kalo pake etanol gpp tapi harus tau kondisi karna ini bkan amrik yang mesinnya udah dirancang buat pake bbm yang mengandung entanol,orig:169 -> final:173
Fri Oct 31 04:36:13 +0000 2025,847372542830444544,ESDM Dorong Insentif Etanol Untuk BBM Bakal Bebas Cukai? https://t.co/379tso1ERW,ESDM Dorong Insentif Etanol Untuk BBM Bakal Bebas Cukai,esdm dorong insentif etanol untuk bbm bakal bebas cukai,esdm dorong insentif etanol untuk bbm bakal bebas cukai,orig:80 -> final:55
Fri Oct 31 04:34:51 +0000 2025,860624234527113217,Tolak BBM Etanol Pertamina. #TolakBBMEtanolPertamina #PecatBahlil,Tolak BBM Etanol Pertamina TolakBBMEtanolPertamina PecatBahlil,tolak bbm etanol pertamina tolakbbmetanolpertamina pecatbahlil,tolak bbm etanol pertamina tolakbbmetanolpertamina pecatbahlil,orig:65 -> final:62
Fri Oct 31 04:02:40 +0000 2025,1720665183188922368,@agvsmr @ARSIPAJA Etanol bisa diproduksi dari tanaman singkong (cassava) dan tebu (sugarcane) melalui proses fermentasi karbohidratnya menjadi bahan bakar bioetanol. Tebu adalah sumber utama di Brasil sementara singkong digunakan di Asia seperti Indonesia untuk biofuel ramah lingkungan.,Etanol bisa diproduksi dari tanaman singkong cassava dan tebu sugarcane melalui proses fermentasi karbohidratnya menjadi bahan bakar bioetanol Tebu adalah sumber utama di Brasil sementara singkong digunakan di Asia seperti Indonesia untuk biofuel ramah lingkungan,etanol bisa diproduksi dari tanaman singkong cassava dan tebu sugarcane melalui proses fermentasi karbohidratnya menjadi bahan bakar bioetanol tebu adalah sumber utama di brasil sementara singkong digunakan di asia seperti indonesia untuk biofuel ramah lingkungan,etanol bisa diproduksi dari tanaman singkong cassava dan tebu sugarcane melalui proses fermentasi karbohidratnya menjadi bahan bakar bioetanol tebu adalah sumber utama di brasil sementara singkong digunakan di asia seperti indonesia untuk biofuel ramah lingkungan,orig:287 -> final:263
Fri Oct 31 04:00:53 +0000 2025,2156465923,Dari video ini bisa dimulai utk investigasi terhadap kasus kendaraan brebet dan mogok masal. Terutama di Jatim. Pada bulan September 2025 lalu SPBU swasta batal beli BBM dari Pertamina. Salah satu alasannya karena tidak ada transparansi mengenai kandungan etanol. Kemudian https://t.co/ZsclHJOaIR,Dari video ini bisa dimulai utk investigasi terhadap kasus kendaraan brebet dan mogok masal Terutama di Jatim Pada bulan September lalu SPBU swasta batal beli BBM dari Pertamina Salah satu alasannya karena tidak ada transparansi mengenai kandungan etanol Kemudian,dari video ini bisa dimulai utk investigasi terhadap kasus kendaraan brebet dan mogok masal terutama di jatim pada bulan september lalu spbu swasta batal beli bbm dari pertamina salah satu alasannya karena tidak ada transparansi mengenai kandungan etanol kemudian,dari video ini bisa dimulai untuk investigasi terhadap kasus kendaraan brebet dan mogok masal terutama di jatim pada bulan september lalu spbu swasta batal beli bbm dari pertamina salah satu alasannya karena tidak ada transparansi mengenai kandungan etanol kemudian,orig:296 -> final:265
Fri Oct 31 03:56:11 +0000 2025,1912430205857333248,Dampak dri BBM yg d oplos etanol 10% mengakibatkan fenomena kendaraan menjadi brebet masal sulit untk mencari solusi krna DPR sendiri mendukung BBM oplos etanol 10%,Dampak dri BBM yg d oplos etanol mengakibatkan fenomena kendaraan menjadi brebet masal sulit untk mencari solusi krna DPR sendiri mendukung BBM oplos etanol,dampak dri bbm yg d oplos etanol mengakibatkan fenomena kendaraan menjadi brebet masal sulit untk mencari solusi krna dpr sendiri mendukung bbm oplos etanol,dampak dri bbm yang d oplos etanol mengakibatkan fenomena kendaraan menjadi brebet masal sulit untk mencari solusi krna dpr sendiri mendukung bbm oplos etanol,orig:164 -> final:158
Fri Oct 31 03:19:48 +0000 2025,1270077187,@el23280 @ferrykoto Dari literatur yg saya baca dari media Kompas berbayar kejadian masal di Jatim ini jenis pertalite. Untuk kemungkinan krn campuran etanol jelas bisa terbantahkan. Pertaminan mencampur etanol hanya untuk bbm non subsidi krn harga etanol sendiri ini lebih mahal dan tidak,Dari literatur yg saya baca dari media Kompas berbayar kejadian masal di Jatim ini jenis pertalite Untuk kemungkinan krn campuran etanol jelas bisa terbantahkan Pertaminan mencampur etanol hanya untuk bbm non subsidi krn harga etanol sendiri ini lebih mahal dan tidak,dari literatur yg saya baca dari media kompas berbayar kejadian masal di jatim ini jenis pertalite untuk kemungkinan krn campuran etanol jelas bisa terbantahkan pertaminan mencampur etanol hanya untuk bbm non subsidi krn harga etanol sendiri ini lebih mahal dan tidak,dari literatur yang saya baca dari media kompas berbayar kejadian masal di jatim ini jenis pertalite untuk kemungkinan karena campuran etanol jelas bisa terbantahkan pertaminan mencampur etanol hanya untuk bbm non subsidi karena harga etanol sendiri ini lebih mahal dan tidak,orig:289 -> final:275
Fri Oct 31 03:00:35 +0000 2025,817345743367192576,@bahlillahadalia Lo yang bikin ulah malah @pertamina yang harus tanggung jawab ke kendaraan korban bbm di oplos pake etanol. @prabowo @Gerindra udah pada sakit jiwa kali menteri lo wo. Tiap hari cuma bikin susah rakyat aja kerjaanya,Lo yang bikin ulah malah yang harus tanggung jawab ke kendaraan korban bbm di oplos pake etanol udah pada sakit jiwa kali menteri lo wo Tiap hari cuma bikin susah rakyat aja kerjaanya,lo yang bikin ulah malah yang harus tanggung jawab ke kendaraan korban bbm di oplos pake etanol udah pada sakit jiwa kali menteri lo wo tiap hari cuma bikin susah rakyat aja kerjaanya,lo yang bikin ulah malah yang harus tanggung jawab ke kendaraan korban bbm di oplos pake etanol udah pada sakit jiwa kali menteri lo wo tiap hari cuma bikin susah rakyat aja kerjaanya,orig:232 -> final:183
Fri Oct 31 02:43:33 +0000 2025,87671668,@ARSIPAJA Rakyat beli kendaraan yg dibolehkan/legal olh negara. Negara dpt pajak dr pembelian kend. Tp tipe kend tdk bs nrima etanol. Trs pemerintah ga mau tau yg ptg jual bbm ber etanol. Emg bajingan kalian,Rakyat beli kendaraan yg dibolehkan legal olh negara Negara dpt pajak dr pembelian kend Tp tipe kend tdk bs nrima etanol Trs pemerintah ga mau tau yg ptg jual bbm ber etanol Emg bajingan kalian,rakyat beli kendaraan yg dibolehkan legal olh negara negara dpt pajak dr pembelian kend tp tipe kend tdk bs nrima etanol trs pemerintah ga mau tau yg ptg jual bbm ber etanol emg bajingan kalian,rakyat beli kendaraan yang dibolehkan legal olh negara negara dpt pajak dr pembelian kend tapi tipe kend tidak bisa nrima etanol trs pemerintah tidak mau tau yang ptg jual bbm ber etanol emg bajingan kalian,orig:207 -> final:206
Fri Oct 31 02:41:09 +0000 2025,1769017497125339136,Tebu Jadi Prioritas Pabrik Bahan Baku Etanol Bakal Digunakan untuk Penuhi Kebutuhan Gula Nasional dan Rencana Campuran BBM E10 https://t.co/BK7IXuZkte,Tebu Jadi Prioritas Pabrik Bahan Baku Etanol Bakal Digunakan untuk Penuhi Kebutuhan Gula Nasional dan Rencana Campuran BBM E,tebu jadi prioritas pabrik bahan baku etanol bakal digunakan untuk penuhi kebutuhan gula nasional dan rencana campuran bbm e,tebu jadi prioritas pabrik bahan baku etanol bakal digunakan untuk penuhi kebutuhan gula nasional dan rencana campuran bbm e,orig:150 -> final:124
Fri Oct 31 02:38:13 +0000 2025,1720665183188922368,@aziezzrettiwt @ARSIPAJA Berdasarkan penelusuran pernyataan Bahlil Lahadalia tentang etanol sebagai campuran BBM untuk kurangi emisi dan impor benar secara umum. Namun detail mandat: AS rata-rata E10-E15 (bukan wajib E20) Brasil E27-E30 (bukan B30/B85 mungkin salah sebut) India target E20 Thailand,Berdasarkan penelusuran pernyataan Bahlil Lahadalia tentang etanol sebagai campuran BBM untuk kurangi emisi dan impor benar secara umum Namun detail mandat AS rata rata E E bukan wajib E Brasil E E bukan B B mungkin salah sebut India target E Thailand,berdasarkan penelusuran pernyataan bahlil lahadalia tentang etanol sebagai campuran bbm untuk kurangi emisi dan impor benar secara umum namun detail mandat as rata rata e e bukan wajib e brasil e e bukan b b mungkin salah sebut india target e thailand,berdasarkan penelusuran pernyataan bahlil lahadalia tentang etanol sebagai campuran bbm untuk kurangi emisi dan impor benar secara umum namun detail mandat as rata rata e e bukan wajib e brasil e e bukan b b mungkin salah sebut india target e thailand,orig:298 -> final:251
Fri Oct 31 02:07:10 +0000 2025,1720665183188922368,@wang_clara_ @ARSIPAJA Ya penggunaan etanol sebagai campuran bahan bakar (seperti E10 atau E15) umumnya aman untuk kendaraan modern (tahun 2001 ke atas) menurut EPA dan studi karena membantu mengurangi emisi. Namun beberapa keluhan kerusakan muncul pada kendaraan lama atau non-flex-fuel seperti,Ya penggunaan etanol sebagai campuran bahan bakar seperti E atau E umumnya aman untuk kendaraan modern tahun ke atas menurut EPA dan studi karena membantu mengurangi emisi Namun beberapa keluhan kerusakan muncul pada kendaraan lama atau non flex fuel seperti,ya penggunaan etanol sebagai campuran bahan bakar seperti e atau e umumnya aman untuk kendaraan modern tahun ke atas menurut epa dan studi karena membantu mengurangi emisi namun beberapa keluhan kerusakan muncul pada kendaraan lama atau non flex fuel seperti,penggunaan etanol sebagai campuran bahan bakar seperti e atau e umumnya aman untuk kendaraan modern tahun ke atas menurut epa dan studi karena membantu mengurangi emisi namun beberapa keluhan kerusakan muncul pada kendaraan lama atau non flex fuel seperti,orig:295 -> final:255
Fri Oct 31 02:04:54 +0000 2025,350668803,Warga Jawa Timur digemparkan dengan adanya wabah motor brebet diduga akibat BBM jenis Pertalite. Lantas apakah ada kaitannya dengan etanol? https://t.co/y777IUhnyy,Warga Jawa Timur digemparkan dengan adanya wabah motor brebet diduga akibat BBM jenis Pertalite Lantas apakah ada kaitannya dengan etanol,warga jawa timur digemparkan dengan adanya wabah motor brebet diduga akibat bbm jenis pertalite lantas apakah ada kaitannya dengan etanol,warga jawa timur digemparkan dengan adanya wabah motor brebet diduga akibat bbm jenis pertalite lantas apakah ada kaitannya dengan etanol,orig:163 -> final:137
Fri Oct 31 01:59:05 +0000 2025,1965127129605308418,@DPPGolkar_ emang kendaraan yg selama ini beroperasi di indonesia udah mendapatkan penysesuaian buat menggunakan bbm dg campuran etanol?kan belum!,emang kendaraan yg selama ini beroperasi di indonesia udah mendapatkan penysesuaian buat menggunakan bbm dg campuran etanol kan belum,emang kendaraan yg selama ini beroperasi di indonesia udah mendapatkan penysesuaian buat menggunakan bbm dg campuran etanol kan belum,emang kendaraan yang selama ini beroperasi di indonesia udah mendapatkan penysesuaian buat menggunakan bbm dengan campuran etanol kan belum,orig:146 -> final:139
Fri Oct 31 01:53:03 +0000 2025,621924795,Banyak kendaraan yang belum dirancang untuk menggunakan bahan bakar dengan campuran etanol. Bahkan sejumlah pabrikan kendaraan secara tegas melarang penggunaannya. https://t.co/DutGOPZqTm,Banyak kendaraan yang belum dirancang untuk menggunakan bahan bakar dengan campuran etanol Bahkan sejumlah pabrikan kendaraan secara tegas melarang penggunaannya,banyak kendaraan yang belum dirancang untuk menggunakan bahan bakar dengan campuran etanol bahkan sejumlah pabrikan kendaraan secara tegas melarang penggunaannya,banyak kendaraan yang belum dirancang untuk menggunakan bahan bakar dengan campuran etanol bahkan sejumlah pabrikan kendaraan secara tegas melarang penggunaannya,orig:187 -> final:161
Fri Oct 31 01:52:03 +0000 2025,1467076852011323392,#edukasi | VIRAL BBM CAMPUR ETANOL Bikin Mesin Cepat RUSAK Atau Jadi I... https://t.co/RkbNa3qme7 via @YouTube,edukasi VIRAL BBM CAMPUR ETANOL Bikin Mesin Cepat RUSAK Atau Jadi I via,edukasi viral bbm campur etanol bikin mesin cepat rusak atau jadi i via,edukasi viral bbm campur etanol bikin mesin cepat rusak atau jadi i via,orig:110 -> final:71
